"Cluster","GO Term","GO Name","FDR","Enrichment Score","SSX","SSY","Genes..."
"0","GO:0009887","animal organ morphogenesis","0.01703684","1.4186710000000002","-0.597","-0.309","COL12A1 COL5A2 ROBO2 PDCD4 CTNNB1 SEMA6A SMAD4 SNAI1 SOX4 MYC FGFR2 BMP7 ISL1 IL7 TNNI3 EPHB2 STC1 MATN2 MSX2 COL18A1 BMP4 LEF1 TBX20 SIX2 BMP2 NEUROD1 ASXL1 GATA6 ID2 THRB CEBPB INSR CRIP1 RBP4 SMAD7 BHLHE41 TFAP2A PROX1 PDX1 PTF1A STRA6 ELN TWIST1 NOS3 SIX4 WT1 LRP5L TCF21 CITED2 WNT5A WNT7B HEYL EPHB4 WNT7A THY1 TRPV4 SLC9A3R1 AXIN2 MSX1 SFRP4 RPS6KA1 SCX VDR NKD1 FBN1 LFNG TNNC1 EDA TNNT2 MEGF11 IFITM5 WNT2 ITGA2 SOX9 INHBA COL7A1 COL1A1 COL1A2 HOXA11 COL5A1 SERPINE1 COL2A1 MTHFD1L"
"0","GO:0007049","cell cycle","0.0002279828","1.418596","-0.415","0.153","MAX TP53 TUBB3 ABCB1 INHBA FAP APBB2 CDC25B CDC25C CCNF CDC45 CCNG1 CDC6 CDCA5 CRADD CENPA E2F1 ECT2 LPIN1 EME1 FOXO4 KIF14 KIF23 UBE2C KIF18A KIF18B KIF2C KIF4A MCM2 MCM5 NDE1 PKMYT1 PLK1 RFC4 MYBL2 SLC16A1 TPX2 TRIP13 XRCC2 ACD CCNB1 CDT1 CDK4 CENPW PCNA DSN1 POLA1 FIGNL1 KIFC1 NUF2 MCM7 MCM3 MCM6 RFWD3 PRC1 PRKDC RPS27L PDCD6IP RRS1 MAD2L2 TCF7L2 RHOC UBE2L3 CHMP3 CHMP2B CHMP1B VPS4B NOLC1 RGCC RTEL1 ZPR1 GPSM2 ANK3 CROCC PARD6A BRSK2 STRADB TP53INP1 ANKLE2 EIF4EBP1 ACVR1B CSNK1E PRMT1 ID2 CDKN2B CDKN1A CCNG2 CCNJ CCNJL CCNO CCNE1 CCND1 PPM1A TAOK3 RHEB NEK6 LAMTOR3 RRAGC SUN2 BRCA2 PRKAR2B CXCL8 CDC14A RASSF1 CDC123 TBRG4 E4F1 PPP2R3B IRF1 SAPCD2 HAUS5 HDAC8 KNSTRN ODF2 TICRR ANLN KIF20A RRM2 RCC1 FOXN3 HAUS7 CEP72 MCM10 ORC6 POLD2 POLD4 RFC3 RFC2 BOD1 PRKCB AJUBA FAM83D CAB39 MELK NEK2 PSRC1 RACGAP1 RAD54B UBE2S CDKN2A GFI1 APC TUBA4A CTNNB1 HGF MYC RAN CKAP2 SOX4 SKA3 TRIM36 WDR62 PHLDA1 NTMT1 TEX11 TUBAL3 AUNIP MSH5 MSTO1 SLX4"
"0","GO:0006935","chemotaxis","0.03537037","1.4170579999999995","-0.279","-0.652","TUBB3 ABCC1 ROBO2 CXCR2 PLXNA1 SEMA6A HGF PLAUR CCL3 SOS1 EPHB2 CCL26 CXCL10 S100A9 PLD1 CXCL1 CXCL11 IL1RN LGALS3 CXCL8 PPBP CHGA IL6R PDGFB LEF1 KIT TNFRSF11A BDNF CNTN4 EFNA3 EPHA7 SEMA7A WNT5A SEMA3F SEMA4G SEMA4C EFNA5 PLXND1 PLXNA2 PLXNB1 PLXNA3 GAB1 EPHA10 EPHB4 NCAM1 NTN4 EPHB3 SPTBN2 GPC1 NPTN SHC3 SPON2 PTPRO FEZ2 KIF5C LPAR1 SLC12A2 CCL4 XCL2 GBF1 CXCL5 FOSL1 RALBP1 CCL5 TNFSF11 PLAU PDGFRB PLCG1 MET"
"0","GO:0042330","taxis","0.03661415","1.413452","-0.657","0.028","TUBB3 ABCC1 TNFSF11 PLAU PDGFRB PLCG1 PLXNA1 MET PLD1 SOS1 CXCR2 CCL26 CCL3 CCL5 CXCL1 CXCL8 PPBP KIT TNFRSF11A BDNF CNTN4 EFNA3 EPHA7 SEMA7A WNT5A SEMA3F SEMA4G SEMA4C EFNA5 PLXNA2 PLXNB1 PLXNA3 PLXND1 GAB1 EPHA10 EPHB4 NCAM1 NTN4 EPHB3 SPTBN2 GPC1 NPTN SHC3 SPON2 PTPRO FEZ2 KIF5C LPAR1 SLC12A2 CCL4 XCL2 LEF1 PDGFB IL6R CHGA GBF1 CXCL5 FOSL1 RALBP1 LGALS3 IL1RN CXCL11 CXCL10 S100A9 HGF PLAUR EPHB2 ROBO2 SEMA6A"
"0","GO:0051338","regulation of transferase activity","0.001321546","1.4064809999999994","0.12","-0.55","HSP90AB1 AXIN1 TP53 GREM1 TNFSF11 NOX4 CDC25C CCNF CCNG1 CDC6 ECT2 KIF14 PDGFRB UBE2C PKMYT1 PLK1 RFC4 TPX2 CORO1C ERBB2 LIMK1 PDCD4 F2R ADCY3 RIPK2 MAPKAPK3 ACD CCNB1 CAB39 EZH2 MAP2K4 PINK1 NEK2 PSRC1 UBE2S GBA FGR TNFRSF10A DUSP10 KIT TNFRSF11A BIRC7 CCNE1 CDKN1A INSR GDF15 GSTP1 CEMIP LRP8 BDNF TLR3 CHTF18 SMAD7 MAD2L2 PROX1 UBE2L3 CCNK TDGF1 PAK1 WNT5A TFAP4 RIPK1 RGCC MAPK15 CCT2 DKC1 CCT4 CHP1 HYAL2 ITGB1BP1 NOD2 RAP1A MAP4K4 STRADB THY1 ADCY6 SRCIN1 PLCE1 CALM1 FPR1 LIME1 DCUN1D3 SLC9A3R1 IRAK1 GRM4 TGFA IL23A IL18 NEDD9 CDKN2B CCNG2 CCNJ CCNJL CCNO CCNYL1 GTPBP4 HEXIM1 CCND1 TELO2 TAB2 TAOK3 MAPK8IP3 ZFP91 GSKIP TRIB3 BMP2 DKK1 TRIM27 BMP4 PDGFB IL6R ADCY9 PRKACB PRKAR2B GNAQ RBL1 RFC3 RFC2 DUSP4 DCUN1D5 SERINC1 BAD ANG CDKN2A APC IPO5 CHRNA7 PTK2B CCL5 F2 MYC BMP7 EPHB2 KLF4"
"0","GO:0006875","cellular metal ion homeostasis","0.03026851","1.4033039999999999","-0.196","0.01","FASLG BAK1 PDE6A ABL2 CHRNA7 CXCR2 SMAD4 MYC CCL3 EPHX2 TNNI3 F2 P2RX4 CXCL10 STC1 S100A9 CXCL11 KNG1 BCL2 CAMK2D CEMIP ATP2B1 ATP2A3 MICU1 ATP1B1 ATP1A1 ATP1B3 NEDD4L PTGER4 SLC9A1 MCU GPER1 WNT5A HMOX1 PSEN1 TFR2 F2RL1 AFG3L2 NPTN THY1 LPAR1 TRPV4 TMPRSS3 BDKRB1 BDKRB2 PLCE1 SLC39A8 HERPUD1 CACNA1A FKBP1B SLC39A14 MT1H CALM1 EDNRA GPR55 TMCO1 PLCG2 CASR JPH1 SLC39A10 FPR1 MT1E MT1M MT1X SPPL3 MT2A PTGER2 SLC35G1 SLC39A6 SRI FTH1 HAMP SLC40A1 CCL5 F2R PLCG1"
"0","GO:0032989","cellular component morphogenesis","0.01670161","1.3954260000000005","-0.574","-0.043","HSP90AB1 TUBB3 CASP3 COL12A1 COL7A1 GREM1 NOX4 FN1 KIF14 PDGFRB PDPN CTNNB1 PLXNA1 SEMA6A BMP7 ISL1 SHROOM3 SOS1 EPHB2 STC1 MATN2 LEF1 ITGA8 TYRO3 BDNF CPNE1 CNTN4 EFNA3 PROX1 PHOX2B SIX4 PAK1 EPHA7 WNT5A SEMA3F ANK3 EFNA5 PLXND1 PLXNA2 PLXNB1 PLXNA3 GAB1 EPHA10 EPHB4 NCAM1 NTN4 WNT7A SGK1 PACSIN2 EPHB3 ZNF335 MAP4K4 FARP1 SPTBN2 NPTX1 BRSK2 AFG3L2 GPC1 NPTN SH3GL2 SHC3 SPON2 PTPRO STRADB WASL EPB41L3 BTBD3 FEZ2 ATL1 IMPACT KIF5C NTNG2 PID1 SRCIN1 MSX1 VDR CDH13 CDH3 KRT19 TNNT2 SPINK2 NEBL PARVB CDH11 CDH6 ANTXR1 FGFR2 PLCG1 MET CHRNA7 ROBO2"
"0","GO:0009653","anatomical structure morphogenesis","0.00002187984","1.3934830000000005","-0.455","-0.254","HSP90AB1 TUBB3 CASP3 CPM ADAM12 COL12A1 COL4A2 COL1A1 COL7A1 GREM1 COL1A2 HOXA11 INHBA COL5A1 COL4A1 SHROOM3 IL7 SOS1 EPHB2 STC1 MATN2 HES4 ANG COL18A1 CXCL8 ITGA8 NEUROD1 ASXL1 GATA6 THRB DKK3 CEBPB INSR TYRO3 CRIP1 BDNF CPNE1 CNTN4 EFNA3 RBP4 FZD5 SMAD7 BHLHE41 TFAP2A PROX1 PDX1 PTF1A STRA6 ELN TWIST1 NOS3 RHOC PHOX2B SIX4 AMH TDGF1 LRP5L PAK1 TCF21 NOTCH4 EPHA7 WT1 CITED2 NOLC1 WNT5A WNT7B SEMA3F HEYL SEMA4C HMOX1 WDR74 AGR2 ANK3 ITGB1BP1 EFNA5 ZP3 ADAMTS9 PLXND1 PLXNA2 PLXNB1 PLXNA3 GAB1 FOXC2 EPHA10 EPHB4 NCAM1 NTN4 WNT7A SGK1 PACSIN2 EPHB3 ZNF335 MAP4K4 FARP1 SPTBN2 NPTX1 BRSK2 AFG3L2 GPC1 NPTN SH3GL2 SHC3 SPON2 PTPRO STRADB WASL EPB41L3 BTBD3 FEZ2 ATL1 IMPACT KIF5C NTNG2 PID1 THY1 SRCIN1 TRPV4 CASR CD44 SLC9A3R1 AXIN2 MSX1 FOXQ1 PAX7 SFRP4 RPS6KA1 SCX FOXA1 IL18 VDR CSNK2B ID2 KRT16 HPSE CDH13 CDH3 NKD1 APOLD1 FBN1 SH3BP1 AMOTL2 BMP2 ECE1 PCSK5 LFNG SIX2 TBX20 LEF1 BMP4 TPD52 KRT19 KRT6A TNNC1 EDA TNNT2 OTULIN SPINK2 MTHFR LOX CELSR1 NEBL LUZP1 MEGF11 MSX2 IFITM5 MPP5 PARVB PTK2B PPIH TNNI3 CDH11 CDH6 ANTXR1 PITX1 UGDH SCML1 ISL1 MMP8 COL8A1 TCOF1 BMP7 FGFR2 MYC KRT17 HPGD TGFBI SOX4 SNAI1 SMAD4 SEMA6A PLXNA1 ACD GREM2 BICD1 CTNNB1 PTK7 PDCD4 PDPN ROBO2 LOXL2 MMP9 COL5A2 MMP12 SERPINE1 WNT2 NOX4 EYA2 FN1 COL2A1 MMP14 KIF14 PDGFRB MTHFD1L PLCG1 MET F2R CHRNA7 SOX9 KLF4 ITGA2"
"0","GO:0036230","granulocyte activation","0.02762724","1.3824149999999997","-0.554","0.28","HK3 PKM PGM1 HSP90AB1 MMP9 BST2 PLAU ACAA1 LPCAT1 IMPDH1 CXCR2 MMP8 PLAUR CAB39 CCL3 S100A9 SLC27A2 RAB5B METTL7A DSN1 MPO PLD1 CXCL1 LGALS3 CXCL8 PRDX6 OLR1 PPBP FGR GSTP1 CPNE1 CD177 CNN2 CCT2 RAB27A PSEN1 ITGAM ORM1 F2RL1 CLEC5A ANXA3 RAP1A FPR1 CD44 HP FTH1 GSN MNDA CSNK2B CD68 PSMD14 PSMB1 PSMC2 HPSE VAPA LAMTOR3 PADI2 B2M ARSA DSG1 FCGR3B PIGR S100A11 IQGAP2 S100P SLCO4C1 TMEM63A ANPEP PLAC8 FUCA1 ILF2 NIT2 STBD1 TTR ATP11A PKP1 SNAP29 RAB4B SLC15A4 PRDX4 ATP8A1 ATAD3B P2RX1 TMEM179B CCL5"
"0","GO:0042119","neutrophil activation","0.03059567","1.3772800000000007","-0.582","0.295","HK3 PKM PGM1 HSP90AB1 MMP9 BST2 PLAU ACAA1 LPCAT1 IMPDH1 CCL5 CXCR2 MMP8 PLAUR CAB39 S100A9 SLC27A2 RAB5B METTL7A DSN1 MPO PLD1 CXCL1 LGALS3 CXCL8 PRDX6 OLR1 PPBP FGR GSTP1 CPNE1 CD177 CNN2 CCT2 RAB27A PSEN1 ITGAM ORM1 F2RL1 CLEC5A ANXA3 RAP1A FPR1 CD44 HP FTH1 GSN MNDA CSNK2B CD68 PSMD14 PSMB1 PSMC2 HPSE VAPA LAMTOR3 PADI2 B2M ARSA DSG1 FCGR3B PIGR S100A11 IQGAP2 S100P SLCO4C1 TMEM63A ANPEP PLAC8 FUCA1 ILF2 NIT2 STBD1 TTR ATP11A PKP1 SNAP29 RAB4B SLC15A4 PRDX4 ATP8A1 ATAD3B P2RX1 TMEM179B"
"0","GO:0043299","leukocyte degranulation","0.03317995","1.3716929999999996","-0.415","-0.555","HK3 PKM PGM1 HSP90AB1 MMP9 BST2 PLAU ACAA1 LPCAT1 IMPDH1 CXCR2 MMP8 PLAUR CAB39 CCL3 S100A9 SLC27A2 RAB5B METTL7A DSN1 MPO PLD1 CXCL1 LGALS3 PRDX6 OLR1 PPBP CHGA FGR KIT GSTP1 CPNE1 CD177 CNN2 CCT2 RAB27A PSEN1 ITGAM ORM1 CLEC5A ANXA3 RAP1A FPR1 CD44 HP FTH1 GSN MNDA CSNK2B CD68 PSMD14 PSMB1 PSMC2 HPSE VAPA LAMTOR3 PADI2 B2M ARSA DSG1 FCGR3B PIGR S100A11 IQGAP2 S100P SLCO4C1 TMEM63A ANPEP PLAC8 FUCA1 ILF2 NIT2 STBD1 TTR ATP11A PKP1 SNAP29 RAB4B SLC15A4 PRDX4 ATP8A1 ATAD3B P2RX1 TMEM179B"
"0","GO:0006915","apoptotic process","0.04777897","1.3653990000000005","-0.397","0.215","TP53 SORT1 CASP3 BID CASP7 CASP10 FAS FASLG BAK1 INHBA FAP CRADD E2F1 MCM2 MAL PDCD4 RELT BCL2L11 MELK TRAIP TNFRSF1A DAPK2 SST PTK2B P2RX4 BCL2A1 MYC IRF1 CEBPB TNFSF9 PRKDC DYRK2 AEN DDIT4 FNIP2 RPS27L BCL2L2 CRIP1 TLR3 PMAIP1 BMF GPER1 RIPK1 ZPR1 PPP1R13B ITGAM IL1A BRSK2 BCL2 ACAA2 CD38 GZMA GSN HIP1 ACVR1C ACVR1B CDKN1A TNFRSF19 RRAGC GSKIP TRIB3 LEF1 IL6R CD27 TNFRSF10A NFKBIA BAD ROBO2 SEMA6A RFK CSE1L GABARAP MAGI3 OGT RNF152 GSDMA PHLDA2"
"0","GO:0016477","cell migration","0.008560083","1.3604949999999996","-0.628","0.164","ABCC1 ADAMTS12 COL1A1 GREM1 COL1A2 COL5A1 LOXL2 MMP1 MMP12 TNFSF11 FAP FN1 PDGFRB ANGPT2 NDE1 SLC16A1 PDPN CORO1C PLCG1 PTK7 ASAP3 CCL3 SOS1 CCL26 CXCL10 S100A9 ANG FAM83D FMNL3 CXCL1 CXCL11 IL1RN LGALS3 CXCL8 OLR1 PPBP CHGA TNFRSF10A PDGFB SIX2 KIT TNFRSF11A TYRO3 DDIT4 ATP1B1 ATP1B3 CD177 SLC9A1 NOS3 RHOC IGKV3-20 IGHA2 IGHA1 JCHAIN PHOX2B TDGF1 PAK1 SEMA7A SEMA3F SEMA4G SEMA5B SEMA4C TNFAIP3 ITGB1BP1 KANK1 ITGAM F2RL1 BTG1 PLXND1 PLXNB1 GAB1 EPHB4 WNT7A EPHB3 GPC1 PTPRO LPAR1 SLC12A2 CD44 SH3RF1 BAMBI NEDD9 KRT16 CCL4 PTP4A3 CDH13 XCL2 PLPP3 SH3BP1 AMOTL2 LEF1 IL6R RHBDF1 S100P GBF1 CXCL5 EPCAM ANLN PTPRF CD2AP S100A2 TSPAN1 STRIP2 FERMT1 SLC7A6 ITGA11 LIMA1 SLC7A5 SLC7A11 IGKC INPP5D IGHV3-23 F2 HGF SEMA6A MET FSCN1 APC CXCR2 CCL5 ITGA2"
"0","GO:0048699","generation of neurons","0.001483542","1.3588480000000007","-0.593","-0.136","HSP90AB1 TUBB3 CASP3 COL3A1 INHBA PLP1 TREM2 WNT2 ECT2 ABL2 CPEB3 ERBB2 LIMK1 PLCG1 PLXNA1 PTK7 MET RACGAP1 SOS1 EPHB2 P2RX4 S100A9 HES4 NEUROD1 SERPINE2 LDLR ID2 DDIT4 NEDD4L LRP8 BDNF CPNE1 CNTN4 EFNA3 FZD5 BHLHE41 PROX1 INSM1 PTF1A GPER1 PHOX2B SIX4 PAK1 EPHA7 SEMA7A WNT5A RUNX1 WNT7B NUMB SEMA3F SEMA4G SEMA5B DLG5 HEYL SEMA4C METTL14 ZPR1 ANK3 PSEN1 EFNA5 KANK1 PLXND1 PLXNA2 PLXNB1 PLXNA3 GAB1 RAP1A EPHA10 EPHB4 NCAM1 NTN4 WNT7A SGK1 EPHB3 ZNF335 MAP4K4 FARP1 SPTBN2 NPTX1 BRSK2 AFG3L2 GPC1 NPTN SH3GL2 SHC3 SPON2 PTPRO STRADB WASL EPB41L3 BTBD3 FEZ2 ATL1 IMPACT KIF5C NTNG2 ARHGAP44 GAK KIF13B THY1 CPNE5 ITM2C LZTS3 LPAR1 NSMF HECW2 NEURL1 ADCY6 LTK FBXO7 STMN2 HECW1 SRCIN1 P3H1 TRPV4 KDM1A SH3RF1 FGF20 CLCF1 FOXA1 CSNK1E PRMT1 ATOH1 VAPA MAPK8IP3 JAG2 NKD1 APPL2 ID3 ASCL2 BMP2 DKK1 NLGN4X TBX20 LEF1 LMX1A PQBP1 MYT1L EN2 CAMSAP1 F2 ARF6 PTK2B GFI1 TRIM46 OPCML CTNNB1 SCARB2 CHRNA7 CCL3 BMP7 ROBO2 SEMA6A SOX9 FGFR2 SOX4 ISL1 TBC1D24 TDP2"
"0","GO:0043312","neutrophil degranulation","0.04519271","1.358527","-0.403","-0.653","HK3 PKM PGM1 HSP90AB1 MMP9 BST2 PLAU ACAA1 LPCAT1 IMPDH1 METTL7A RAB5B DSN1 MPO PRDX6 OLR1 PPBP GSTP1 CPNE1 CD177 CNN2 RAB27A CCT2 PSEN1 ITGAM ORM1 CLEC5A ANXA3 RAP1A FPR1 CD44 HP FTH1 GSN MNDA CSNK2B CD68 PSMD14 PSMB1 PSMC2 HPSE VAPA LAMTOR3 PADI2 FGR B2M ARSA DSG1 FCGR3B PIGR S100A11 IQGAP2 S100P SLCO4C1 TMEM63A ANPEP PLAC8 FUCA1 ILF2 NIT2 STBD1 TTR ATP11A PKP1 SNAP29 RAB4B SLC15A4 PRDX4 ATP8A1 ATAD3B P2RX1 TMEM179B LGALS3 CXCL1 PLD1 CAB39 SLC27A2 CXCR2 S100A9 PLAUR MMP8"
"0","GO:0002446","neutrophil mediated immunity","0.04527709","1.355531","-0.719","0.063","HK3 PKM HSP90AB1 PGM1 MMP9 BST2 PLAU ACAA1 LPCAT1 IMPDH1 CXCR2 MMP8 PLAUR CAB39 F2 S100A9 SLC27A2 RAB5B METTL7A DSN1 MPO PLD1 CXCL1 LGALS3 PRDX6 OLR1 PPBP FGR GSTP1 CPNE1 CD177 CNN2 CCT2 RAB27A PSEN1 ITGAM ORM1 CLEC5A ANXA3 RAP1A FPR1 CD44 HP FTH1 GSN MNDA CSNK2B CD68 PSMD14 PSMB1 PSMC2 HPSE VAPA LAMTOR3 PADI2 B2M ARSA DSG1 FCGR3B PIGR S100A11 IQGAP2 S100P SLCO4C1 TMEM63A ANPEP PLAC8 FUCA1 ILF2 NIT2 STBD1 TTR ATP11A PKP1 SNAP29 RAB4B SLC15A4 PRDX4 ATP8A1 ATAD3B P2RX1 TMEM179B"
"0","GO:0051336","regulation of hydrolase activity","0.004915752","1.3550400000000002","0.11","-0.545","HSP90AB1 TP53 SORT1 BID CASP10 FAS FASLG BAK1 MMP9 SERPINH1 SERPINE1 CRADD ECT2 ABL2 PDGFRB PKMYT1 BICD1 CORO1C ERBB2 PLCG1 PLXNA1 RCN3 F2R RIPK2 UHRF1 PCNA EZH2 PINK1 ASAP3 TNNI3 CCL26 S100A9 ANG KNG1 LGALS3 ECM1 TNFRSF10A SERPINE2 VSIR KIT BIRC7 FABP1 RPS27L CAMK2D ATP1B1 ATP1B3 BDNF EFNA3 MBP PCID2 TNFSF10 PMAIP1 RHOC PDCD5 GPER1 EPHA7 FAM162A GPX1 RIPK1 CNST CHP1 CHP2 ITGB1BP1 EFNA5 F2RL1 NLRP12 EGLN1 PLXND1 PLXNA2 PLXNB1 PLXNA3 RAP1A EPHB3 MAP4K4 FARP1 BRSK2 THY1 LPAR1 FKBP1B CALM1 EDNRA GPR55 CD44 SH3RF1 GZMA GSN GRAMD4 VAV3 HIP1 GNA13 ACVR1C RPS6KA1 S100A10 CPEB2 CCL4 MGAT5 XCL2 SH3BP1 BMP2 PCSK5 PPP1R11 LEF1 PROM2 RANGAP1 GNAQ TNNC1 SSBP1 SERPIND1 TNNT2 RGS16 TBC1D16 MYO1D SYTL2 RALBP1 SNRNP70 ADRB1 USP6NL TAX1BP3 VMA21 SPINK2 RGP1 BOD1 TBC1D9 ELFN2 ZFYVE1 BAD TIMP1 CCL3 TIMP3 XDH CCL5 HGF MYC PLAUR FGFR2 KLF4"
"0","GO:0098771","inorganic ion homeostasis","0.03035208","1.3538870000000003","0.072","-0.595","FASLG BAK1 PDE6A ABL2 SCNN1B CYP4F12 CHRNA7 CXCR2 SMAD4 MYC CCL3 EPHX2 TNNI3 F2 P2RX4 CXCL10 STC1 S100A9 CXCL11 CA2 KNG1 BCL2 CAMK2D CEMIP ATP2B1 ATP2A3 MICU1 ATP1B1 ATP1A1 ATP1B3 NEDD4L PTGER4 SLC9A1 MCU GPER1 WNT5A HMOX1 CHP1 ANK3 PSEN1 TFR2 F2RL1 AFG3L2 NPTN THY1 LPAR1 TRPV4 SLC12A2 TMPRSS3 BDKRB1 BDKRB2 PLCE1 SLC39A8 HERPUD1 CACNA1A FKBP1B SLC39A14 MT1H CALM1 EDNRA GPR55 TMCO1 PLCG2 CASR JPH1 SLC39A10 FPR1 MT1E MT1M MT1X SPPL3 MT2A PTGER2 SLC35G1 SLC39A6 SRI CNNM2 FTH1 PDK4 SFRP4 ENPP1 HAMP B2M SLC9A5 SLC40A1 SLC26A3 BDH2 SLC12A4 CNNM4 CA12 CCL5 F2R PLCG1"
"0","GO:0002275","myeloid cell activation involved in immune response","0.04354246","1.3524890000000005","-0.625","0.337","HK3 PKM PGM1 HSP90AB1 MMP9 BST2 PLAU ACAA1 LPCAT1 IMPDH1 METTL7A RAB5B DSN1 CAB39 SLC27A2 MPO PRDX6 PLD1 CXCR2 OLR1 PPBP CD177 CNN2 RAB27A CCT2 PSEN1 ITGAM ORM1 CLEC5A ANXA3 RAP1A CPNE1 FPR1 CD44 GSTP1 HP FTH1 GSN MNDA CSNK2B CD68 PSMD14 PSMB1 PSMC2 HPSE VAPA LAMTOR3 KIT PADI2 FGR CHGA B2M ARSA DSG1 FCGR3B PIGR S100A11 IQGAP2 S100P SLCO4C1 TMEM63A ANPEP PLAC8 FUCA1 ILF2 NIT2 STBD1 TTR ATP11A PKP1 SNAP29 RAB4B SLC15A4 PRDX4 ATP8A1 ATAD3B P2RX1 TMEM179B CCL3 CXCL1 LGALS3 S100A9 PLAUR MMP8"
"0","GO:0012501","programmed cell death","0.02578813","1.350852","-0.383","0.19","PKM TP53 SORT1 CASP3 CASP7 FAS CASP10 BCL2L11 E2F1 TNFRSF1A ROBO2 PDCD4 MCM2 SEMA6A MELK KRT17 MYC PTK2B DAPK2 P2RX4 TRAIP NFKBIA BAD BCL2A1 SST DSC2 MAL RELT IRF1 TNFRSF10A CD27 IL6R LEF1 CDKN1A CEBPB TNFSF9 BCL2 PRKDC DYRK2 AEN DDIT4 FNIP2 RPS27L BCL2L2 CRIP1 IL1A TLR3 PMAIP1 BMF GPER1 RIPK1 ZPR1 PPP1R13B ITGAM BRSK2 ACAA2 CD38 GZMA GSN TP53INP1 HIP1 ACVR1C ACVR1B KRT16 KRT14 KRT83 TNFRSF19 RRAGC GSKIP TRIB3 PGAM5 DSG1 PKP1 RFK CSE1L GABARAP MAGI3 OGT RNF152 GSDMA PHLDA2 DSG2 KRT19 KRT6A KRT23 KRT9 KRT6C KRT7 KRT80 DSG4 KRT20 GSDMC KRT6B CRADD FAP INHBA BID FASLG BAK1"
"0","GO:0042592","homeostatic process","0.000493028","1.3475739999999998","0.016","-0.45","HK3 PCK1 HSP90AB1 CASP3 FASLG BAK1 ABCA12 INHBA PDE6A CYP4F12 ADCY3 CXCR2 UBE2C ACOX1 MUC13 SMAD4 RECQL4 EXO1 CCL3 EPHX2 IL7 EIF5A2 RBP1 MYO5B TNNI3 PTK2B UBE2S P2RX4 CXCL10 STC1 S100A9 ANG PASK SGIP1 MPO CXCL11 CA2 KNG1 BAD RFC2 RFC3 NEUROD1 KIT LDLR TNFRSF11A INSR TYRO3 GSTP1 BCL2 PRKDC CAMK2D CEMIP ATP2B1 ATP2A3 MICU1 ATP1B1 ATP1A1 ATP1B3 NEDD4L RBP4 PTGER4 SLC9A1 MCU NHP2 ATR SMAD7 TCF7L2 RFX6 NOS3 PMAIP1 IGHA1 IGHA2 JCHAIN GPER1 CHMP2B DYRK3 LRP5L WNT5A WNT7B TNFAIP3 HMOX1 GPX1 RTEL1 RPS14 DKC1 CHP1 ANK3 HYAL2 PSEN1 NOD2 TFR2 F2RL1 EGLN1 AFG3L2 NPTN THY1 LPAR1 ADCY6 TRPV4 SLC12A2 TMPRSS3 BDKRB1 BDKRB2 PLCE1 SLC39A8 HERPUD1 CACNA1A FKBP1B SLC39A14 MT1H CALM1 EDNRA GPR55 TMCO1 PLCG2 CASR JPH1 SLC39A10 FPR1 MT1E MT1M MT1X SPPL3 MT2A PTGER2 SLC35G1 SLC39A6 SRI CNNM2 NFE2L2 FTH1 ZC3H8 PDK4 SFRP4 SCX NSMCE2 IL18 GCNT2 KRT16 TELO2 CDH3 APPL2 PBLD ENPP1 CETP HAMP ADCY9 PRKACB PRKAR2B B2M PIGR PRDX4 AZGP1 POLD2 POLD4 SLC9A5 SLC40A1 SLC26A3 BDH2 SLC12A4 CNNM4 LIMA1 IGKC SLX4 SOAT1 NR5A2 DRAM2 F2 MALL CA12 CLDN1 NCF2 MUC6 POTEF MYC SOX4 RCN3 POLA1 PCNA ACD FOXO4 CCL5 ACADVL CHRNA7 SCNN1B PPARGC1A MET GPD1L SOX9 F2R ABL2 RFC4 PLCG1"
